mean_residual,median_residual,std_residual,mean_absolute_error,median_absolute_error,max_absolute_error,mean_absolute_percentage_error
27922.962444471883,14419.998500117741,304972.3060640779,99151.51387556073,48019.871006934554,7858404.489015404,97.66120309618658
