model,MAE,MSE,RMSE,R2,training_time_seconds,inference_time_seconds,inference_time_mean_seconds,inference_time_std_seconds,inference_time_repeats,target_scale,device
MLP Regression PyTorch,89142.04555271188,83836624015.04959,289545.5473928922,0.6121812320984037,8.458318917779252,0.006486416631378234,0.006486416631378234,0.006887052918676161,30,original price scale after expm1 inverse transform,cpu
